Part Type,Team,TS,ACC,DEC,HSC,MSC,LSC,Reliability,Condition,Age,Performance Improvability
Rear Wing,12,,,,200,,,75,75,1,5
Rear Wing,13,,,,200,,,75,75,1,5
Rear Wing,13,,,,200,,,75,75,1,5
Rear Wing,14,,,,200,,,75,75,1,5
Rear Wing,14,,,,200,,,75,75,1,5
Rear Wing,15,,,,200,,,75,75,1,5
Rear Wing,15,,,,200,,,75,75,1,5
Rear Wing,16,,,,200,,,75,75,1,5
Rear Wing,16,,,,200,,,75,75,1,5
Rear Wing,17,,,,200,,,75,75,1,5
Rear Wing,17,,,,200,,,75,75,1,5
Rear Wing,18,,,,200,,,75,75,1,5
Rear Wing,18,,,,200,,,75,75,1,5
Rear Wing,19,,,,200,,,75,75,1,5
Rear Wing,19,,,,200,,,75,75,1,5
Rear Wing,20,,,,0,,,75,75,1,5
Rear Wing,20,,,,0,,,75,75,1,5
Rear Wing,21,,,,0,,,75,75,1,5
Rear Wing,21,,,,0,,,75,75,1,5
Rear Wing,22,,,,0,,,75,75,1,5
Rear Wing,22,,,,0,,,75,75,1,5
Rear Wing,23,,,,0,,,75,75,1,5
Rear Wing,23,,,,0,,,75,75,1,5
Rear Wing,24,,,,0,,,75,75,1,5
Rear Wing,24,,,,0,,,75,75,1,5
Rear Wing,25,,,,0,,,75,75,1,5
Rear Wing,25,,,,0,,,75,75,1,5
Rear Wing,26,,,,0,,,75,75,1,5
Rear Wing,26,,,,0,,,75,75,1,5
Rear Wing,27,,,,0,,,75,75,1,5
Rear Wing,27,,,,0,,,75,75,1,5
Rear Wing,28,,,,0,,,75,75,1,5
Rear Wing,28,,,,0,,,75,75,1,5
Rear Wing,29,,,,0,,,75,75,1,5
Rear Wing,29,,,,0,,,75,75,1,5
Rear Wing,30,,,,0,,,75,75,1,5
Rear Wing,30,,,,0,,,75,75,1,5
Rear Wing,31,,,,0,,,75,75,1,5
Rear Wing,31,,,,0,,,75,75,1,5
Rear Wing GT,32,,,,200,,,75,75,1,5
Rear Wing GT,32,,,,200,,,75,75,1,5
Rear Wing GT,33,,,,200,,,75,75,1,5
Rear Wing GT,33,,,,200,,,75,75,1,5
Rear Wing GT,34,,,,200,,,75,75,1,5
Rear Wing GT,34,,,,200,,,75,75,1,5
Rear Wing GT,35,,,,200,,,75,75,1,5
Rear Wing GT,35,,,,200,,,75,75,1,5
Rear Wing GT,36,,,,200,,,75,75,1,5
Rear Wing GT,36,,,,200,,,75,75,1,5
Rear Wing GT,37,,,,200,,,75,75,1,5
Rear Wing GT,37,,,,200,,,75,75,1,5
Rear Wing GT,38,,,,200,,,75,75,1,5
Rear Wing GT,38,,,,200,,,75,75,1,5
Rear Wing GT,39,,,,200,,,75,75,1,5
Rear Wing GT,39,,,,200,,,75,75,1,5
Rear Wing GT,40,,,,0,,,75,75,1,5
Rear Wing GT,40,,,,0,,,75,75,1,5
Rear Wing GT,41,,,,0,,,75,75,1,5
Rear Wing GT,41,,,,0,,,75,75,1,5
Rear Wing GT,42,,,,0,,,75,75,1,5
Rear Wing GT,42,,,,0,,,75,75,1,5
Rear Wing GT,43,,,,0,,,75,75,1,5
Rear Wing GT,43,,,,0,,,75,75,1,5
Rear Wing GT,44,,,,0,,,75,75,1,5
Rear Wing GT,44,,,,0,,,75,75,1,5
Rear Wing GT,45,,,,0,,,75,75,1,5
Rear Wing GT,45,,,,0,,,75,75,1,5
Rear Wing GT,46,,,,0,,,75,75,1,5
Rear Wing GT,46,,,,0,,,75,75,1,5
Rear Wing GT,47,,,,0,,,75,75,1,5
Rear Wing GT,47,,,,0,,,75,75,1,5
Rear Wing GT,48,,,,0,,,75,75,1,5
Rear Wing GT,48,,,,0,,,75,75,1,5
Rear Wing GT,49,,,,0,,,75,75,1,5
Rear Wing GT,49,,,,0,,,75,75,1,5
Rear Wing GT,50,,,,0,,,75,75,1,5
Rear Wing GT,50,,,,0,,,75,75,1,5
Rear Wing GT,51,,,,0,,,75,75,1,5
Rear Wing GT,51,,,,0,,,75,75,1,5
Rear WingGET,52,,,,300,,,75,75,1,5
Rear WingGET,52,,,,300,,,75,75,1,5
Rear WingGET,53,,,,300,,,75,75,1,5
Rear WingGET,53,,,,300,,,75,75,1,5
Rear WingGET,54,,,,300,,,75,75,1,5
Rear WingGET,54,,,,300,,,75,75,1,5
Rear WingGET,55,,,,300,,,75,75,1,5
Rear WingGET,55,,,,300,,,75,75,1,5
Rear WingGET,56,,,,300,,,75,75,1,5
Rear WingGET,56,,,,300,,,75,75,1,5
Rear WingGET,57,,,,300,,,75,75,1,5
Rear WingGET,57,,,,300,,,75,75,1,5
Rear WingGET,58,,,,0,,,75,75,1,5
Rear WingGET,58,,,,0,,,75,75,1,5
Rear WingGET,59,,,,0,,,75,75,1,5
Rear WingGET,59,,,,0,,,75,75,1,5
Rear WingGET,60,,,,0,,,75,75,1,5
Rear WingGET,60,,,,0,,,75,75,1,5
Rear WingGET,61,,,,0,,,75,75,1,5
Rear WingGET,61,,,,0,,,75,75,1,5
Rear WingGET,62,,,,0,,,75,75,1,5
Rear WingGET,62,,,,0,,,75,75,1,5
Rear WingGET,63,,,,0,,,75,75,1,5
Rear WingGET,63,,,,0,,,75,75,1,5
